#EXPORTTYPE:DATA SINGLE						
#FILE:B&D.ngb-sla						
#FORMAT:NETZSCH5						
#FTYPE:ANSI						
#IDENTITY:D						
#DECIMAL:POINT						
#SEPARATOR:SEMICOLON						
#MTYPE:DIL						
#INSTRUMENT:NETZSCH DIL 402SE						
#PROJECT:1						
#DATE/TIME:10.12.2019 16:07						
#CORR. FILE:						
#TEMPCAL:TCALZERO.TMX						
#LABORATORY:1						
#OPERATOR:1						
#REMARK:						
#SAMPLE:D						
#SAMPLE LENGTH /mm:9.91						
#MATERIAL:Ã’¥…						
#MEASMODE:Standard Expansion						
#M.RANGE /¶Ãm:20000						
#CORR. CODE:010						
#RANGE:-110°„C/5.0(K/min)/200°„C						
#SEGMENT:S1/1						
#SEG. 1:-110°„C/5.0(K/min)/200°„C						
						
##Temp./°„C	Time/min	dL/Lo				
52.4	32.48922	0.001856978				
52.5	32.50918	0.001858131				
52.6	32.52915	0.001859168				
52.7	32.54911	0.001860327				
52.8	32.56909	0.001861574				
52.9	32.58906	0.001862642				
53	32.60905	0.001863791				
53.1	32.62904	0.001864864				
53.2	32.64905	0.001866087				
53.3	32.66904	0.001867177				
53.4	32.68905	0.001868295				
53.5	32.70906	0.001869503				
53.6	32.72904	0.001870492				
53.7	32.74903	0.00187178				
53.8	32.76901	0.001872723				
53.9	32.78899	0.001874024				
54	32.80896	0.00187508				
54.1	32.82895	0.001876431				
54.2	32.84892	0.00187733				
54.3	32.86892	0.001878378				
54.4	32.88891	0.001879827				
54.5	32.90889	0.001880876				
54.6	32.92892	0.001881824				
54.7	32.94894	0.001882961				
54.8	32.96894	0.001884116				
54.9	32.98893	0.0018851				
55	33.00894	0.001886293				
55.1	33.02892	0.001887121				
55.2	33.04889	0.001888297				
55.3	33.06888	0.001889359				
55.4	33.08888	0.001890586				
55.5	33.10888	0.001891664				
55.6	33.12886	0.001892616				
55.7	33.14887	0.001893796				
55.8	33.16888	0.001894805				
55.9	33.18888	0.00189599				
56	33.20888	0.001896961				
56.1	33.22887	0.001898231				
56.2	33.24885	0.001899219				
56.3	33.26885	0.001900416				
56.4	33.28882	0.001901253				
56.5	33.30879	0.001902673				
56.6	33.32875	0.001903595				
56.7	33.34873	0.001904602				
56.8	33.3687	0.001905765				
56.9	33.38866	0.001906534				
57	33.40865	0.001907966				
57.1	33.42863	0.001908866				
57.2	33.44862	0.001909977				
57.3	33.46862	0.001910928				
57.4	33.48861	0.001912212				
57.5	33.50859	0.001913134				
57.6	33.52858	0.001914248				
57.7	33.54857	0.001915542				
57.8	33.56857	0.001916433				
57.9	33.58856	0.001917693				
58	33.60857	0.00191856				
58.1	33.62856	0.001919802				
58.2	33.64856	0.001920678				
58.3	33.66855	0.00192191				
58.4	33.68855	0.001922964				
58.5	33.70856	0.001924013				
58.6	33.72855	0.001924952				
58.7	33.74855	0.001926352				
58.8	33.76853	0.001927157				
58.9	33.78852	0.001928102				
59	33.80851	0.001929435				
59.1	33.82848	0.00193034				
59.2	33.84845	0.001931519				
59.3	33.86845	0.001932485				
59.4	33.88842	0.001933774				
59.5	33.90842	0.0019345				
59.6	33.9284	0.001935786				
59.7	33.94837	0.001936744				
59.8	33.96835	0.001937924				
59.9	33.98833	0.001938952				
60	34.0083	0.001940139				
60.1	34.02827	0.001941174				
60.2	34.04828	0.001942208				
60.3	34.06827	0.001943514				
60.4	34.08826	0.001944473				
60.5	34.10827	0.001945806				
60.6	34.12829	0.001946707				
60.7	34.14829	0.001947956				
60.8	34.1683	0.001948912				
60.9	34.1883	0.001949993				
61	34.20831	0.001951265				
61.1	34.22832	0.001952214				
61.2	34.24835	0.001953356				
61.3	34.26839	0.001954335				
61.4	34.28839	0.001955654				
61.5	34.30839	0.001956668				
61.6	34.3284	0.001957907				
61.7	34.34842	0.001958825				
61.8	34.36847	0.00195994				
61.9	34.38849	0.001960878				
62	34.4085	0.001962144				
62.1	34.42855	0.001963119				
62.2	34.44856	0.001964193				
62.3	34.46859	0.001965559				
62.4	34.48861	0.001966486				
62.5	34.50863	0.001967663				
62.6	34.52863	0.001968554				
62.7	34.54863	0.001969987				
62.8	34.56864	0.00197089				
62.9	34.58863	0.001971909				
63	34.60864	0.001973047				
63.1	34.62863	0.001974042				
63.2	34.64862	0.001975438				
63.3	34.66861	0.001976243				
63.4	34.68859	0.001977564				
63.5	34.70858	0.001978377				
63.6	34.72859	0.001979589				
63.7	34.74855	0.001980712				
63.8	34.76855	0.001981632				
63.9	34.78853	0.001982757				
64	34.80854	0.001983989				
64.1	34.82851	0.001984807				
64.2	34.84848	0.001986116				
64.3	34.86845	0.001987016				
64.4	34.88842	0.001988188				
64.5	34.90841	0.001989451				
64.6	34.92838	0.001990305				
64.7	34.94835	0.001991607				
64.8	34.96834	0.001992373				
64.9	34.9883	0.00199381				
65	35.00828	0.001994567				
65.1	35.02825	0.001995826				
65.2	35.04821	0.001996889				
65.3	35.06817	0.001998027				
65.4	35.08814	0.001998987				
65.5	35.10814	0.001999945				
65.6	35.12813	0.0020011				
65.7	35.14814	0.002002096				
65.8	35.16814	0.002003336				
65.9	35.1881	0.002004131				
66	35.2081	0.002005515				
66.1	35.22812	0.002006571				
66.2	35.24814	0.002007723				
66.3	35.26817	0.002008601				
66.4	35.28817	0.002009732				
66.5	35.3082	0.002010842				
66.6	35.3282	0.0020117				
66.7	35.34822	0.002012987				
66.8	35.36825	0.002013839				
66.9	35.38826	0.002015015				
67	35.40827	0.002015856				
67.1	35.4283	0.002017138				
67.2	35.44833	0.002018008				
67.3	35.46839	0.002019372				
67.4	35.48843	0.002020198				
67.5	35.50846	0.002021272				
67.6	35.52848	0.002022289				
67.7	35.54849	0.002023498				
67.8	35.56852	0.002024498				
67.9	35.58853	0.002025332				
68	35.60854	0.002026545				
68.1	35.62853	0.00202748				
68.2	35.64852	0.002028803				
68.3	35.6685	0.002029502				
68.4	35.68849	0.002030673				
68.5	35.70848	0.00203167				
68.6	35.72845	0.002032851				
68.7	35.74842	0.0020337				
68.8	35.76839	0.002034699				
68.9	35.78835	0.002035944				
69	35.80833	0.002036904				
69.1	35.82834	0.00203797				
69.2	35.84831	0.002038964				
69.3	35.86826	0.002040082				
69.4	35.88818	0.002041001				
69.5	35.90813	0.002042074				
69.6	35.92808	0.002042947				
69.7	35.94805	0.002043986				
69.8	35.968	0.002045064				
69.9	35.98794	0.002046218				
70	36.0079	0.002047093				
70.1	36.02789	0.00204825				
70.2	36.04786	0.002049262				
70.3	36.06782	0.002050274				
70.4	36.08776	0.002051434				
70.5	36.10771	0.002052213				
70.6	36.12769	0.00205356				
70.7	36.14768	0.002054348				
70.8	36.16767	0.002055429				
70.9	36.18766	0.0020565				
71	36.20762	0.002057602				
71.1	36.22761	0.002058632				
71.2	36.24758	0.002059599				
71.3	36.26758	0.00206066				
71.4	36.28759	0.002061628				
71.5	36.3076	0.00206278				
71.6	36.32763	0.002063597				
71.7	36.34764	0.002064801				
71.8	36.36765	0.002065605				
71.9	36.38767	0.002066634				
72	36.40771	0.002067704				
72.1	36.42772	0.002068852				
72.2	36.44772	0.002069731				
72.3	36.46771	0.002070868				
72.4	36.48775	0.002071673				
72.5	36.50778	0.002072829				
72.6	36.5278	0.002073832				
72.7	36.54781	0.002074568				
72.8	36.56781	0.002075757				
72.9	36.5878	0.002076704				
73	36.60782	0.002077729				
73.1	36.62781	0.002078543				
73.2	36.6478	0.002079775				
73.3	36.66777	0.00208069				
73.4	36.68776	0.002081809				
73.5	36.70774	0.002082702				
73.6	36.72774	0.002083742				
73.7	36.7477	0.002084816				
73.8	36.76768	0.002085599				
73.9	36.78767	0.002086654				
74	36.80766	0.002087697				
74.1	36.82761	0.002088765				
74.2	36.84761	0.002089654				
74.3	36.8676	0.002090489				
74.4	36.88757	0.002091565				
74.5	36.90753	0.002092713				
74.6	36.92748	0.002093351				
74.7	36.94746	0.002094552				
74.8	36.96743	0.002095538				
74.9	36.98738	0.002096482				
75	37.00735	0.002097462				
75.1	37.02732	0.002098213				
75.2	37.04732	0.002099478				
75.3	37.06731	0.002100241				
75.4	37.08729	0.002101326				
75.5	37.10728	0.002102178				
75.6	37.12726	0.002103235				
75.7	37.14724	0.002104205				
75.8	37.16724	0.002105202				
75.9	37.1872	0.00210623				
76	37.20714	0.002106998				
76.1	37.2271	0.002108156				
76.2	37.24707	0.002108971				
76.3	37.26703	0.002110178				
76.4	37.28702	0.002110846				
76.5	37.30701	0.002112006				
76.6	37.32697	0.0021128				
76.7	37.34701	0.002113836				
76.8	37.36699	0.002114794				
76.9	37.38702	0.002115866				
77	37.40704	0.00211669				
77.1	37.42706	0.002117495				
77.2	37.44709	0.002118607				
77.3	37.46714	0.002119432				
77.4	37.48716	0.002120479				
77.5	37.5072	0.002121272				
77.6	37.5272	0.002122422				
77.7	37.54721	0.002123205				
77.8	37.5672	0.002124338				
77.9	37.5872	0.002125136				
78	37.60723	0.002126152				
78.1	37.62728	0.00212697				
78.2	37.64731	0.002128086				
78.3	37.66734	0.002128992				
78.4	37.68737	0.00212981				
78.5	37.7074	0.002131128				
78.6	37.72746	0.002131731				
78.7	37.7475	0.002132957				
78.8	37.7675	0.002133652				
78.9	37.78752	0.002134689				
79	37.80751	0.002135547				
79.1	37.82751	0.002136517				
79.2	37.84752	0.002137375				
79.3	37.86752	0.002138346				
79.4	37.88754	0.002139302				
79.5	37.90755	0.002139974				
79.6	37.92756	0.002141079				
79.7	37.9476	0.002141916				
79.8	37.96764	0.002143024				
79.9	37.98769	0.002143755				
80	38.00772	0.002144839				
80.1	38.02772	0.002145593				
80.2	38.0477	0.002146703				
80.3	38.06769	0.002147606				
80.4	38.08769	0.002148476				
80.5	38.10768	0.002149335				
80.6	38.12767	0.002150289				
80.7	38.14767	0.002151359				
80.8	38.16764	0.002151962				
80.9	38.18762	0.002153297				
81	38.2076	0.00215384				
81.1	38.22759	0.002155025				
81.2	38.24756	0.002155764				
81.3	38.26752	0.00215675				
81.4	38.28747	0.002157544				
81.5	38.30742	0.002158472				
81.6	38.32737	0.002159423				
81.7	38.34732	0.002160098				
81.8	38.36725	0.002161265				
81.9	38.38719	0.002161929				
82	38.40713	0.002163043				
82.1	38.42708	0.00216355				
82.2	38.44703	0.002164829				
82.3	38.46701	0.002165482				
82.4	38.48697	0.002166492				
82.5	38.5069	0.002167407				
82.6	38.52687	0.002168229				
82.7	38.5468	0.00216933				
82.8	38.56676	0.002169938				
82.9	38.58672	0.002171054				
83	38.60669	0.002171655				
83.1	38.62665	0.002172881				
83.2	38.64661	0.002173544				
83.3	38.66658	0.002174608				
83.4	38.68655	0.002175293				
83.5	38.70654	0.002176235				
83.6	38.72652	0.002177258				
83.7	38.74651	0.002178068				
83.8	38.76652	0.002178731				
83.9	38.78651	0.002179895				
84	38.80649	0.002180674				
84.1	38.82648	0.002181319				
84.2	38.84646	0.002182501				
84.3	38.86645	0.002183046				
84.4	38.88642	0.002184209				
84.5	38.90641	0.002184877				
84.6	38.92642	0.002185744				
84.7	38.94642	0.002186605				
84.8	38.96643	0.002187479				
84.9	38.98643	0.002188332				
85	39.00644	0.002189098				
85.1	39.02647	0.002189962				
85.2	39.04652	0.002190757				
85.3	39.06658	0.002191799				
85.4	39.08664	0.002192367				
85.5	39.10671	0.002193435				
85.6	39.12676	0.002194241				
85.7	39.1468	0.002195066				
85.8	39.16685	0.002195917				
85.9	39.18691	0.002196899				
86	39.20698	0.002197634				
86.1	39.22705	0.002198225				
86.2	39.24711	0.002199303				
86.3	39.26718	0.002199964				
86.4	39.28725	0.002201026				
86.5	39.30731	0.002201705				
86.6	39.32735	0.002202688				
86.7	39.34738	0.002203443				
86.8	39.36742	0.002204428				
86.9	39.38746	0.002205072				
87	39.4075	0.002205994				
87.1	39.42756	0.002206714				
87.2	39.44756	0.00220751				
87.3	39.46756	0.002208645				
87.4	39.48755	0.002209193				
87.5	39.50754	0.002210062				
87.6	39.52752	0.00221078				
87.7	39.54751	0.002211782				
87.8	39.56751	0.002212424				
87.9	39.58751	0.002213301				
88	39.60749	0.002214218				
88.1	39.62747	0.002214818				
88.2	39.64744	0.002215919				
88.3	39.66743	0.002216547				
88.4	39.68741	0.002217339				
88.5	39.70739	0.002218195				
88.6	39.72737	0.002219141				
88.7	39.74738	0.002219717				
88.8	39.76736	0.002220718				
88.9	39.78732	0.002221445				
89	39.8073	0.002222199				
89.1	39.82728	0.00222308				
89.2	39.84726	0.00222383				
89.3	39.86723	0.002224714				
89.4	39.8872	0.002225504				
89.5	39.9072	0.002226237				
89.6	39.92718	0.002226899				
89.7	39.94717	0.002227967				
89.8	39.96716	0.002228642				
89.9	39.98712	0.002229488				
90	40.00707	0.002230165				
90.1	40.02705	0.002231108				
90.2	40.047	0.002231823				
90.3	40.06698	0.00223253				
90.4	40.08693	0.002233416				
90.5	40.10689	0.002234153				
90.6	40.12682	0.002234994				
90.7	40.14676	0.002235681				
90.8	40.16666	0.002236471				
90.9	40.18663	0.002237108				
91	40.20659	0.002238111				
91.1	40.22653	0.002238731				
91.2	40.24647	0.002239441				
91.3	40.26641	0.002240254				
91.4	40.28637	0.002240965				
91.5	40.30634	0.002241777				
91.6	40.3263	0.002242506				
91.7	40.34625	0.002243204				
91.8	40.36622	0.002243956				
91.9	40.3862	0.002244834				
92	40.40617	0.002245363				
92.1	40.42615	0.002246261				
92.2	40.44611	0.002246776				
92.3	40.46607	0.002247786				
92.4	40.48607	0.002248425				
92.5	40.50604	0.002249127				
92.6	40.52603	0.002249721				
92.7	40.54603	0.002250752				
92.8	40.56605	0.002251279				
92.9	40.58607	0.002251979				
93	40.60605	0.002252664				
93.1	40.62605	0.0022535				
93.2	40.64604	0.002254345				
93.3	40.66603	0.002254826				
93.4	40.68601	0.002255671				
93.5	40.70598	0.002256335				
93.6	40.7259	0.002257221				
93.7	40.74585	0.002257658				
93.8	40.76582	0.002258578				
93.9	40.78578	0.002259187				
94	40.80573	0.002259917				
94.1	40.82572	0.002260623				
94.2	40.8457	0.002261102				
94.3	40.86569	0.002262042				
94.4	40.88569	0.002262637				
94.5	40.90566	0.002263387				
94.6	40.92564	0.00226394				
94.7	40.94561	0.002265009				
94.8	40.96561	0.002265406				
94.9	40.98561	0.002266248				
95	41.00559	0.002266755				
95.1	41.02557	0.00226757				
95.2	41.04558	0.002268205				
95.3	41.06558	0.002268895				
95.4	41.08557	0.002269562				
95.5	41.1056	0.002270199				
95.6	41.12562	0.002271154				
95.7	41.14566	0.002271441				
95.8	41.16567	0.002272345				
95.9	41.18568	0.00227287				
96	41.20568	0.002273602				
96.1	41.22569	0.002274285				
96.2	41.24568	0.002274945				
96.3	41.26568	0.0022755				
96.4	41.28566	0.002276382				
96.5	41.30564	0.002276944				
96.6	41.32564	0.002277475				
96.7	41.34565	0.002278379				
96.8	41.36566	0.00227885				
96.9	41.38566	0.00227962				
97	41.40566	0.002280136				
97.1	41.42568	0.002280849				
97.2	41.44571	0.002281485				
97.3	41.46573	0.002282171				
97.4	41.48577	0.0022828				
97.5	41.50578	0.002283292				
97.6	41.5258	0.002284131				
97.7	41.54582	0.002284624				
97.8	41.56585	0.002285384				
97.9	41.58588	0.002285741				
98	41.6059	0.002286725				
98.1	41.62594	0.002287165				
98.2	41.64597	0.00228802				
98.3	41.66601	0.0022882				
98.4	41.68606	0.002288958				
98.5	41.7061	0.002289832				
98.6	41.72615	0.0022901				
98.7	41.74618	0.002290958				
98.8	41.7662	0.002291367				
98.9	41.78623	0.002292293				
99	41.80625	0.002292596				
99.1	41.82627	0.002293424				
99.2	41.84628	0.002293622				
99.3	41.86629	0.002294443				
99.4	41.88627	0.002295008				
99.5	41.90627	0.002295474				
99.6	41.92628	0.002296148				
99.7	41.94627	0.002296602				
99.8	41.96626	0.002297335				
99.9	41.98624	0.002297822				
100	42.00622	0.002298622				
100.1	42.02618	0.002299046				
100.2	42.04616	0.002299821				
100.3	42.06614	0.002299973				
100.4	42.08609	0.002300874				
100.5	42.10605	0.002301392				
100.6	42.12601	0.002301913				
100.7	42.14596	0.00230251				
100.8	42.16594	0.002303017				
100.9	42.18589	0.002303641				
101	42.20585	0.002304131				
101.1	42.2258	0.002304867				
101.2	42.24578	0.002305117				
101.3	42.26573	0.002305992				
101.4	42.28572	0.002306192				
101.5	42.30568	0.002306923				
101.6	42.32563	0.002307232				
101.7	42.34561	0.002307945				
101.8	42.3656	0.002308439				
101.9	42.38559	0.002308882				
102	42.40559	0.002309448				
102.1	42.42557	0.002309794				
102.2	42.44556	0.00231058				
102.3	42.46554	0.00231102				
102.4	42.48554	0.002311714				
102.5	42.50556	0.002311949				
102.6	42.52557	0.002312648				
102.7	42.54558	0.002313058				
102.8	42.56559	0.002313699				
102.9	42.58562	0.002314093				
103	42.60564	0.002314485				
103.1	42.62568	0.002315303				
103.2	42.6457	0.002315497				
103.3	42.66569	0.002316129				
103.4	42.68571	0.002316495				
103.5	42.7057	0.002317151				
103.6	42.72572	0.002317504				
103.7	42.74576	0.002318097				
103.8	42.76575	0.002318361				
103.9	42.78576	0.002319031				
104	42.80575	0.00231939				
104.1	42.82574	0.002319864				
104.2	42.84577	0.002320415				
104.3	42.86576	0.002320883				
104.4	42.88575	0.002321432				
104.5	42.90573	0.002321724				
104.6	42.9257	0.002322261				
104.7	42.94566	0.00232263				
104.8	42.96563	0.00232325				
104.9	42.9856	0.002323736				
105	43.00556	0.002324185				
105.1	43.02552	0.002324453				
105.2	43.04548	0.002325131				
105.3	43.06547	0.002325374				
105.4	43.08544	0.002325801				
105.5	43.10543	0.002326583				
105.6	43.12542	0.002326721				
105.7	43.1454	0.00232733				
105.8	43.16537	0.00232765				
105.9	43.18532	0.002328059				
106	43.20526	0.002328542				
106.1	43.22525	0.002329009				
106.2	43.24523	0.002329233				
106.3	43.26519	0.002329704				
106.4	43.28516	0.002330149				
106.5	43.30515	0.002330552				
106.6	43.32513	0.002331001				
106.7	43.3451	0.002331177				
106.8	43.36509	0.002331831				
106.9	43.38505	0.002332196				
107	43.405	0.002332595				
107.1	43.42498	0.002332899				
107.2	43.44497	0.002333446				
107.3	43.46495	0.002333885				
107.4	43.48492	0.002334366				
107.5	43.50491	0.002334501				
107.6	43.5249	0.002335118				
107.7	43.54487	0.002335451				
107.8	43.56486	0.002335711				
107.9	43.58487	0.002336116				
108	43.60489	0.002336287				
108.1	43.62493	0.002337023				
108.2	43.64494	0.002337163				
108.3	43.66497	0.002337467				
108.4	43.685	0.0023378				
108.5	43.70502	0.002338394				
108.6	43.72505	0.002338589				
108.7	43.74508	0.002339018				
108.8	43.76511	0.002339296				
108.9	43.78515	0.002339625				
109	43.80519	0.002340157				
109.1	43.82524	0.002340268				
109.2	43.84525	0.002340661				
109.3	43.86525	0.002340969				
109.4	43.88527	0.002341449				
109.5	43.90529	0.002341288				
109.6	43.92529	0.002341987				
109.7	43.94529	0.002342181				
109.8	43.96531	0.002342726				
109.9	43.98533	0.002342829				
110	44.00533	0.002343227				
110.1	44.0253	0.002343541				
110.2	44.04526	0.00234378				
110.3	44.06523	0.002344171				
110.4	44.08519	0.002344307				
110.5	44.10515	0.002344711				
110.6	44.12512	0.002344989				
110.7	44.14507	0.002345357				
110.8	44.16501	0.002345421				
110.9	44.18498	0.002345891				
111	44.20495	0.002346111				
111.1	44.22491	0.002346137				
111.2	44.24489	0.002346479				
111.3	44.26484	0.002346783				
111.4	44.28482	0.002346972				
111.5	44.30477	0.002347222				
111.6	44.32473	0.002347597				
111.7	44.34467	0.002347618				
111.8	44.36462	0.002348074				
111.9	44.38457	0.002348261				
112	44.40449	0.002348446				
112.1	44.42446	0.002348562				
112.2	44.44442	0.002348985				
112.3	44.46441	0.002349098				
112.4	44.48437	0.002349275				
112.5	44.50434	0.002349521				
112.6	44.52435	0.002349676				
112.7	44.54434	0.002350087				
112.8	44.56433	0.002349967				
112.9	44.58432	0.002350581				
113	44.60432	0.002350492				
113.1	44.62432	0.002351017				
113.2	44.64433	0.002350904				
113.3	44.66433	0.002351146				
113.4	44.68435	0.002351286				
113.5	44.70438	0.002351555				
113.6	44.72441	0.002351702				
113.7	44.74442	0.002351636				
113.8	44.76449	0.00235219				
113.9	44.78454	0.002352082				
114	44.80458	0.002352501				
114.1	44.82464	0.002352414				
114.2	44.84468	0.002352541				
114.3	44.86472	0.002352702				
114.4	44.88472	0.002352909				
114.5	44.90478	0.002352929				
114.6	44.92484	0.002353013				
114.7	44.94487	0.002353327				
114.8	44.96493	0.002353148				
114.9	44.98498	0.00235341				
115	45.00504	0.002353321				
115.1	45.02509	0.002353698				
115.2	45.04516	0.002353674				
115.3	45.06521	0.002354041				
115.4	45.08526	0.0023539				
115.5	45.10532	0.002354162				
115.6	45.12538	0.002354153				
115.7	45.14544	0.002354191				
115.8	45.16552	0.002354355				
115.9	45.18556	0.002354208				
116	45.20561	0.002354687				
116.1	45.22566	0.002354326				
116.2	45.24571	0.002354689				
116.3	45.26575	0.002354623				
116.4	45.28582	0.002354947				
116.5	45.30587	0.002354856				
116.6	45.32589	0.00235491				
116.7	45.34592	0.002355075				
116.8	45.36593	0.002355029				
116.9	45.38593	0.002355193				
117	45.40593	0.002355099				
117.1	45.42591	0.002355116				
117.2	45.44588	0.002355106				
117.3	45.46584	0.002355345				
117.4	45.48581	0.002354974				
117.5	45.50577	0.002355266				
117.6	45.52572	0.002355131				
117.7	45.54566	0.002355289				
117.8	45.5656	0.002355135				
117.9	45.58553	0.002355007				
118	45.60548	0.002355276		118	0.002355276	
118.1	45.62542	0.002355147		166	0.001974663	
118.2	45.64533	0.002355132		48	-0.000380613	-7.92944E-06
118.3	45.66526	0.002355047				
118.4	45.68518	0.002355231				
118.5	45.70512	0.002355069				
118.6	45.72507	0.002355059				
118.7	45.745	0.002354867				
118.8	45.76495	0.002355002				
118.9	45.7849	0.002355081				
119	45.80484	0.002354927				
119.1	45.82479	0.002354892				
119.2	45.84476	0.00235473				
119.3	45.86473	0.002354898				
119.4	45.8847	0.00235465				
119.5	45.90466	0.002354634				
119.6	45.92463	0.002354556				
119.7	45.94461	0.00235458				
119.8	45.96457	0.002354406				
119.9	45.98455	0.002354419				
120	46.00451	0.002354278				
120.1	46.02449	0.002354158				
120.2	46.04448	0.002354112				
120.3	46.06448	0.002353973				
120.4	46.08447	0.002353901				
120.5	46.10444	0.002353683				
120.6	46.1244	0.002353735				
120.7	46.14439	0.00235342				
120.8	46.16436	0.002353336				
120.9	46.18433	0.002353185				
121	46.20431	0.002353206				
121.1	46.2243	0.002352867				
121.2	46.24427	0.00235287				
121.3	46.26424	0.002352601				
121.4	46.2842	0.002352519				
121.5	46.30417	0.002352306				
121.6	46.32417	0.0023521				
121.7	46.34416	0.002352052				
121.8	46.36415	0.002351817				
121.9	46.38415	0.002351804				
122	46.40416	0.002351301				
122.1	46.42415	0.002351358				
122.2	46.44414	0.002350938				
122.3	46.46414	0.002350973				
122.4	46.48411	0.002350534				
122.5	46.50412	0.002350395				
122.6	46.52412	0.002350093				
122.7	46.54414	0.002350007				
122.8	46.56413	0.002349631				
122.9	46.58413	0.002349282				
123	46.60413	0.002349266				
123.1	46.62414	0.002349009				
123.2	46.64414	0.002348651				
123.3	46.66414	0.002348403				
123.4	46.68416	0.002348203				
123.5	46.70417	0.002347771				
123.6	46.72419	0.002347806				
123.7	46.74421	0.002347227				
123.8	46.76422	0.002346959				
123.9	46.78421	0.002346837				
124	46.8042	0.002346448				
124.1	46.82421	0.002346081				
124.2	46.84422	0.002345704				
124.3	46.86422	0.002345705				
124.4	46.88422	0.002345026				
124.5	46.90424	0.002344954				
124.6	46.92426	0.002344443				
124.7	46.94426	0.002344195				
124.8	46.96429	0.002343821				
124.9	46.9843	0.002343499				
125	47.0043	0.002343093				
125.1	47.0243	0.002342811				
125.2	47.04431	0.002342522				
125.3	47.06432	0.002341889				
125.4	47.08433	0.002341803				
125.5	47.10431	0.00234136				
125.6	47.12432	0.002341139				
125.7	47.14433	0.002340572				
125.8	47.16433	0.002340388				
125.9	47.18434	0.002339808				
126	47.20434	0.002339639				
126.1	47.22434	0.002339067				
126.2	47.24433	0.002338567				
126.3	47.26432	0.002338369				
126.4	47.28434	0.002337707				
126.5	47.30433	0.00233738				
126.6	47.3243	0.002336774				
126.7	47.34431	0.002336623				
126.8	47.36429	0.002335845				
126.9	47.38425	0.002335657				
127	47.40424	0.002335026				
127.1	47.42423	0.002334741				
127.2	47.44422	0.002334263				
127.3	47.46421	0.002333772				
127.4	47.48418	0.002333341				
127.5	47.50416	0.002332657				
127.6	47.52415	0.002332449				
127.7	47.54411	0.002331663				
127.8	47.56407	0.002331429				
127.9	47.58404	0.002330659				
128	47.60403	0.002330437				
128.1	47.62401	0.002329693				
128.2	47.64399	0.002329246				
128.3	47.66395	0.002328716				
128.4	47.68391	0.00232806				
128.5	47.70386	0.002327722				
128.6	47.72382	0.002327063				
128.7	47.74378	0.002326458				
128.8	47.76374	0.002325901				
128.9	47.78371	0.00232557				
129	47.80367	0.002324717				
129.1	47.82366	0.002324324				
129.2	47.84364	0.002323571				
129.3	47.8636	0.00232325				
129.4	47.88358	0.002322361				
129.5	47.90357	0.002321856				
129.6	47.92356	0.002321353				
129.7	47.94354	0.002320603				
129.8	47.96354	0.002320218				
129.9	47.98353	0.002319265				
130	48.00351	0.002319037				
130.1	48.02349	0.002318082				
130.2	48.0435	0.002317701				
130.3	48.0635	0.002316869				
130.4	48.08349	0.002316272				
130.5	48.10349	0.002315663				
130.6	48.12353	0.002314858				
130.7	48.14353	0.002314266				
130.8	48.16355	0.002313571				
130.9	48.18355	0.00231307				
131	48.20357	0.002312286				
131.1	48.22358	0.002311539				
131.2	48.24357	0.002310706				
131.3	48.26358	0.00231032				
131.4	48.28357	0.00230934				
131.5	48.30356	0.002308703				
131.6	48.32355	0.002307907				
131.7	48.34354	0.002307292				
131.8	48.36355	0.002306706				
131.9	48.3835	0.002305732				
132	48.4035	0.002305148				
132.1	48.42349	0.002304227				
132.2	48.44348	0.002303856				
132.3	48.46345	0.002302844				
132.4	48.48343	0.002302187				
132.5	48.5034	0.002301275				
132.6	48.52339	0.002300776				
132.7	48.54334	0.002299799				
132.8	48.56331	0.002299049				
132.9	48.58328	0.002298362				
133	48.60325	0.002297572				
133.1	48.6232	0.002296923				
133.2	48.64318	0.002295869				
133.3	48.66316	0.00229523				
133.4	48.68311	0.002294325				
133.5	48.70309	0.002293583				
133.6	48.72306	0.002292756				
133.7	48.74305	0.002291921				
133.8	48.76304	0.002291116				
133.9	48.78302	0.002290301				
134	48.80303	0.002289326				
134.1	48.82301	0.002288481				
134.2	48.84298	0.002287853				
134.3	48.86296	0.002286789				
134.4	48.88296	0.002286232				
134.5	48.90295	0.002285069				
134.6	48.92296	0.002284417				
134.7	48.94296	0.002283423				
134.8	48.96296	0.002282775				
134.9	48.98296	0.002281729				
135	49.00296	0.002280767				
135.1	49.02297	0.002279912				
135.2	49.04298	0.002279062				
135.3	49.06298	0.00227813				
135.4	49.083	0.002277205				
135.5	49.10304	0.002276297				
135.6	49.12305	0.002275313				
135.7	49.14307	0.002274418				
135.8	49.16306	0.002273356				
135.9	49.18307	0.002272555				
136	49.20308	0.002271585				
136.1	49.22311	0.002270612				
136.2	49.24314	0.002269482				
136.3	49.26317	0.002268586				
136.4	49.28318	0.002267621				
136.5	49.30323	0.002266707				
136.6	49.32326	0.002265658				
136.7	49.34327	0.002264638				
136.8	49.36331	0.002263743				
136.9	49.38335	0.002262642				
137	49.40338	0.002261606				
137.1	49.4234	0.002260509				
137.2	49.44344	0.002259616				
137.3	49.46348	0.002258522				
137.4	49.48349	0.002257502				
137.5	49.50351	0.002256508				
137.6	49.52352	0.002255515				
137.7	49.54355	0.002254355				
137.8	49.56358	0.002253337				
137.9	49.5836	0.002252355				
138	49.60361	0.002251248				
